URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,5,10,-0.333333311,0.130434781,27.2,18.38235294,18.23294118,27.2,50,149,"[2, 1, 5, 3, 1, 5, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 4, 3, 3, 4, 1, 3, 4, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 1, 5, 2, 1, 1, 1, 2, 4, 1, 2, 1, 3, 2, 3, 1, 1, 2, 1, 1, 1, 2, 4, 2, 4, 1, 4, 2, 3, 1, 3, 2, 1, 3, 2, 1, 2, 2, 2, 2, 3, 1, 1, 2, 4, 3, 2, 1, 1, 2, 2, 3, 2, 4, 3, 2, 1, 2, 3, 3, 2, 1, 1, 4, 3, 2, 1, 3, 3, 3, 2, 2, 2, 4, 4, 3, 3, 2, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 3, 2, 2, 2, 2, 1, 1, 2, 4, 2, 3, 3, 1, 3, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 1, 1, 2, 5]",,6.686956522
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0,0,0,0,34,35.29411765,27.71764706,34,12,22,"[5, 4, 3, 1, 1, 1, 2, 3, 4, 5, 1, 1, 2, 3, 4, 3, 2, 2, 2, 3, 5, 4]",,8
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,2,-0.9999995,0.117647052,15,13.33333333,11.33333333,15,6,27,"[1, 2, 1, 1, 3, 5, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 3, 3, 3, 1, 1, 1, 2, 2, 2, 1, 1]",,5.352941176
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0,1,-0.999999,0.249999938,10,30,16,10,3,7,"[2, 2, 3, 3, 2, 1, 3]",,6.75
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0,1,-0.999999,0.037037036,16.66666667,22,15.46666667,16.66666667,11,33,"[1, 3, 1, 2, 5, 4, 2, 2, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 3, 2, 4, 1, 4, 1, 4, 2, 1, 2, 3, 2, 2, 3, 2]",,6.666666667
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,2,3,-0.19999996,0.161290317,18.66666667,28.57142857,18.8952381,18.66666667,16,36,"[4, 3, 2, 3, 1, 4, 2, 3, 3, 3, 2, 2, 4, 4, 1, 1, 1, 1, 4, 2, 4, 1, 5, 2, 1, 2, 3, 1, 4, 2, 3, 2, 1, 1, 3, 1]",,6.709677419
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,3,6,-0.333333296,0.243243237,29,13.79310345,17.11724138,29,12,41,"[2, 1, 1, 1, 1, 4, 1, 2, 2, 1, 3, 2, 3, 4, 2, 2, 3, 2, 1, 2, 2, 3, 3, 1, 3, 3, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 1, 6, 4, 2, 3]",,6.72972973
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0,0,50,12,24.8,50,6,31,"[3, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 1, 4, 2, 2, 1, 1, 2, 1, 2, 3, 2, 2, 3, 1]",,6.863636364
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0,0,0,0,8,12.5,8.2,8,1,6,"[1, 2, 1, 1, 2, 1]",,3.333333333
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0,3,-0.999999667,0.249999979,25,12,14.8,25,3,16,"[3, 2, 1, 2, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 2]",,6.416666667
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,1,2,-0.333333222,0.230769213,23,10.86956522,13.54782609,23,5,19,"[3, 2, 1, 4, 2, 2, 2, 2, 5, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2]",,6.384615385
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,0,0,0,0,11,27.27272727,15.30909091,11,3,6,"[2, 1, 3, 3, 4, 1]",,6.666666667
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,0,3,-0.999999667,0.09677419,29,27.5862069,22.63448276,29,16,39,"[5, 3, 1, 3, 4, 2, 3, 2, 3, 2, 2, 2, 3, 1, 2, 3, 1, 2, 3, 2, 6, 1, 2, 3, 3, 1, 2, 1, 1, 3, 2, 3, 2, 3, 1, 1, 1, 5, 2]",,7.225806452
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,2,7,-0.555555494,0.145161288,31.5,23.01587302,21.80634921,31.5,29,77,"[5, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 1, 2, 3, 2, 1, 1, 1, 1, 5, 2, 1, 2, 1, 3, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1, 4, 3, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 1, 3, 2, 4, 1, 1, 1, 1, 5, 2, 1, 1, 3, 1, 3, 2, 3, 2, 1, 5, 1, 3, 4, 3, 4, 2, 3, 4]",,6.629032258
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,1,2,-0.333333222,0.107142853,14.25,21.05263158,14.12105263,14.25,12,34,"[5, 2, 2, 3, 5, 5, 1, 1, 2, 1, 3, 2, 2, 2, 1, 1, 2, 5, 1, 2, 3, 2, 2, 2, 2, 1, 3, 3, 3, 1, 2, 4, 3, 2]",,7.071428571
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,0,0,0,0,12,4.166666667,6.466666667,12,1,9,"[1, 1, 1, 1, 3, 2, 2, 1, 2]",,5.571428571
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,0,2,-0.9999995,0.249999969,28,14.28571429,16.91428571,28,4,15,"[3, 1, 1, 2, 2, 1, 3, 3, 2, 3, 2, 2, 1, 1, 2]",,5.5
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,1,3,-0.499999875,0.159999994,26,6.41025641,12.96410256,26,5,37,"[2, 2, 1, 3, 1, 1, 4, 2, 4, 3, 5, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1]",,5.92
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,4,12,-0.499999969,0.13114754,27.66666667,24.09638554,20.70522088,27.66666667,60,152,"[1, 1, 1, 3, 2, 1, 2, 2, 2, 2, 2, 1, 3, 2, 2, 1, 3, 2, 4, 1, 3, 1, 2, 1, 3, 2, 2, 2, 2, 3, 3, 3, 4, 2, 2, 2, 3, 2, 1, 3, 1, 3, 1, 1, 2, 1, 3, 3, 2, 3, 1, 2, 3, 4, 4, 2, 1, 1, 3, 1, 1, 2, 2, 1, 3, 3, 3, 2, 1, 2, 1, 3, 1, 2, 2, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 4, 1, 2, 2, 2, 3, 3, 3, 3, 2, 1, 1, 4, 1, 2, 2, 1, 4, 3, 2, 3, 4, 1, 4, 2, 2, 2, 2, 3, 3, 2, 4, 4, 2, 2, 2, 1, 1, 3, 3, 2, 4, 3, 2, 3, 1, 3, 3, 2, 2, 2, 3, 4, 1, 3, 3, 4, 4, 2, 3, 3, 3, 3, 3]",,7.040983607
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,1,9,-0.79999992,0.17241379,20.16666667,24.79338843,17.98402204,20.16666667,30,70,"[2, 2, 2, 1, 3, 2, 5, 1, 1, 1, 3, 5, 3, 3, 1, 1, 5, 5, 3, 2, 2, 1, 3, 3, 2, 2, 4, 5, 2, 1, 2, 2, 2, 3, 2, 1, 3, 1, 2, 1, 3, 5, 3, 3, 2, 3, 1, 4, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 3, 3, 2, 1, 1, 1, 2, 1, 4, 3, 3, 1]",,6.74137931
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,1,2,-0.333333222,0.130434777,43,25.58139535,27.43255814,43,11,24,"[5, 3, 2, 2, 3, 1, 3, 2, 2, 5, 3, 4, 2, 1, 1, 1, 3, 2, 1, 1, 5, 2, 5, 3]",,7.173913043
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,0,6,-0.999999833,0.162162158,28,19.04761905,18.81904762,28,16,50,"[2, 2, 3, 1, 2, 5, 3, 1, 1, 1, 2, 3, 1, 2, 2, 2, 2, 5, 4, 1, 2, 2, 3, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 2, 2, 4, 2, 2, 3, 3, 3, 3, 3, 3, 2, 1, 1, 1, 2, 2]",,6.675675676
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,0,0,0,0,18,16.66666667,13.86666667,18,3,8,"[1, 1, 4, 3, 1, 2, 4, 1]",,8
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,0,0,0,0,2,0,0.8,2,0,2,"[2, 2]",,0
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,0,0,0,0,14,42.85714286,22.74285714,14,6,10,"[5, 3, 2, 1, 3, 3, 2, 2, 4, 5]",,7.4
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,4,6,-0.19999998,0.2173913,22.6,14.15929204,14.70371681,22.6,16,64,"[4, 1, 1, 2, 3, 2, 2, 2, 4, 2, 5, 2, 3, 2, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 2, 3, 1, 3, 3, 2, 1, 1, 2, 1, 5, 3, 1, 2, 2, 2, 1, 4, 3, 2, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 3, 3]",,6.739130435
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,3,1,0.499999875,0.090909089,27.5,17.27272727,17.90909091,27.5,19,56,"[2, 1, 2, 2, 5, 4, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 5, 1, 1, 2, 2, 1, 1, 2, 5, 1, 2, 2, 1, 4, 1, 1, 1, 1, 1, 3, 4, 4, 1, 3, 1, 4, 3, 5, 2, 4, 3, 4, 4, 1, 3, 4, 1, 4]",,6.931818182
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,3,3,0,0.065217391,19.4,20.6185567,16.00742268,19.4,40,108,"[2, 2, 2, 3, 2, 1, 1, 3, 2, 3, 2, 1, 3, 3, 2, 1, 3, 2, 3, 1, 2, 3, 2, 4, 3, 2, 3, 3, 3, 2, 1, 2, 4, 3, 2, 2, 2, 3, 1, 2, 2, 2, 3, 2, 2, 3, 2, 4, 3, 4, 3, 2, 3, 2, 1, 2, 3, 1, 2, 1, 4, 2, 4, 1, 2, 1, 2, 1, 2, 3, 3, 1, 2, 2, 1, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 2, 1, 3, 3, 3, 2]",,6.934782609
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,1,9,-0.79999992,0.181818179,26.16666667,15.92356688,16.83609342,26.16666667,25,87,"[3, 2, 1, 2, 2, 2, 3, 2, 3, 2, 2, 1, 6, 4, 2, 1, 2, 3, 2, 1, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 1, 5, 2, 2, 3, 4, 2, 1, 1, 1, 2, 1, 3, 3, 1, 5, 3, 2, 2, 1, 2, 2, 2, 2, 3, 1, 1, 2, 3, 1, 3, 2, 1, 1, 2, 1, 3, 2, 3, 1, 4, 2, 3, 3, 1, 2, 3, 2, 2, 2, 2, 3, 3, 1, 2, 2, 2]",,6.4
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,2,3,-0.19999996,0.147058819,20.25,24.69135802,17.97654321,20.25,20,41,"[5, 1, 1, 3, 1, 2, 3, 3, 1, 3, 2, 2, 4, 3, 3, 3, 2, 3, 3, 1, 3, 2, 3, 3, 3, 3, 1, 2, 1, 2, 1, 3, 4, 1, 1, 1, 3, 4, 1, 1, 1]",,7.147058824
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,1,-0.999999,0.111111099,24,12.5,14.6,24,3,11,"[2, 2, 1, 1, 1, 3, 5, 2, 1, 1, 2]",,6.333333333
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,0,0,0,0,19,23.68421053,17.07368421,19,9,23,"[5, 1, 2, 1, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 1]",,7.388888889
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,1,1,0,0.039215686,22.8,13.15789474,14.38315789,22.8,15,61,"[4, 1, 2, 1, 3, 2, 2, 2, 1, 3, 3, 1, 1, 1, 1, 2, 1, 3, 3, 2, 5, 2, 1, 2, 3, 1, 2, 1, 1, 3, 1, 2, 2, 1, 3, 2, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 3, 3, 1, 2, 1, 4, 2, 2, 1, 2, 1, 2, 3]",,6.078431373
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,3,3,0,0.176470583,27,12.96296296,15.98518519,27,14,52,"[2, 1, 2, 2, 2, 3, 1, 3, 1, 2, 2, 3, 2, 1, 4, 3, 2, 1, 2, 1, 2, 2, 2, 3, 3, 2, 3, 2, 1, 2, 4, 4, 1, 2, 3, 2, 1, 3, 2, 2, 2, 2, 2, 2, 3, 1, 1, 2, 2, 2, 3, 1]",,6.941176471
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,0,0,0,1,0,0.4,1,0,0,[],,0
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,1,5,-0.666666556,0.111111109,40,17.5,23,40,21,62,"[2, 5, 3, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 3, 1, 4, 2, 1, 3, 2, 3, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 2, 3, 2, 3, 3, 4, 2, 1, 3, 3, 2, 2, 2, 3, 1, 2, 3, 3, 1, 2, 2, 1, 3, 1, 2, 2, 2, 4, 2, 3, 2]",,6.592592593
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,0,3,-0.999999667,0.083333331,19.2,11.45833333,12.26333333,19.2,11,51,"[4, 2, 2, 1, 1, 1, 1, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2, 2, 2, 3, 2, 1, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 2, 2, 2, 2, 1, 3, 2, 2, 1, 2, 1, 3, 2, 3]",,6.277777778
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,2,-0.9999995,0.117647052,21,33.33333333,21.73333333,21,14,21,"[3, 6, 5, 3, 3, 1, 2, 1, 3, 2, 3, 3, 3, 1, 4, 1, 2, 3, 3, 5, 3]",,7.529411765
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,1,-0.999999,0.076923071,28,25,21.2,28,7,17,"[1, 2, 2, 1, 4, 1, 4, 2, 4, 2, 1, 4, 3, 1, 2, 3, 3]",,7.461538462
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,0,2,-0.9999995,0.285714245,17,5.882352941,9.152941176,17,1,9,"[2, 2, 1, 2, 3, 1, 2, 1, 2]",,6.142857143
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,4,1,0.59999988,0.142857139,34,30.88235294,25.95294118,34,21,42,"[2, 1, 1, 3, 4, 1, 1, 3, 3, 3, 4, 1, 1, 3, 4, 1, 1, 3, 4, 1, 1, 1, 1, 3, 3, 4, 2, 3, 2, 4, 2, 1, 3, 1, 2, 1, 4, 5, 3, 1, 3, 1]",,6.6
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,4,13,-0.529411734,0.220779218,24,20.83333333,17.93333333,24,35,99,"[2, 2, 5, 4, 1, 5, 3, 2, 1, 2, 2, 4, 3, 1, 5, 2, 2, 3, 1, 2, 2, 4, 3, 2, 1, 3, 1, 1, 1, 2, 3, 2, 1, 3, 2, 4, 1, 3, 2, 1, 3, 2, 2, 1, 1, 2, 3, 3, 3, 2, 3, 2, 4, 3, 2, 3, 2, 1, 2, 1, 3, 1, 1, 3, 4, 2, 2, 1, 2, 5, 1, 4, 2, 2, 2, 4, 2, 1, 2, 3, 2, 1, 1, 2, 2, 1, 3, 2, 2, 3, 1, 2, 2, 3, 4, 2, 1, 3, 2]",,7.051948052
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,0,5,-0.9999998,0.333333311,11,21.21212121,12.88484848,11,7,19,"[3, 2, 1, 1, 1, 1, 4, 3, 2, 2, 3, 1, 3, 3, 1, 1, 2, 4, 2]",,6.6
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,0,9,-0.999999889,0.236842099,26.66666667,21.25,19.16666667,26.66666667,17,47,"[2, 5, 2, 1, 4, 3, 2, 1, 1, 1, 3, 1, 1, 1, 5, 3, 3, 2, 1, 4, 5, 2, 2, 2, 5, 2, 1, 1, 2, 1, 2, 3, 2, 4, 2, 1, 2, 1, 3, 2, 3, 2, 3, 2, 3, 4, 2]",,6.578947368
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,0,0,0,0,6,20,10.4,6,6,14,"[5, 3, 1, 2, 5, 2, 1, 4, 3, 2, 1, 1, 1, 5]",,7.333333333
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,,,,,,,,,,,,,
145,https://insights.blackcoffer.com/blockchain-in-fintech/,0,2,-0.9999995,0.064516127,26.33333333,25.3164557,20.65991561,26.33333333,20,42,"[2, 4, 2, 4, 3, 2, 1, 5, 1, 2, 2, 2, 4, 2, 2, 2, 3, 1, 4, 3, 2, 3, 1, 2, 3, 2, 2, 5, 2, 3, 3, 4, 4, 2, 3, 1, 1, 2, 3, 4, 2, 3]",,8.548387097
146,https://insights.blackcoffer.com/blockchain-for-payments/,1,2,-0.333333222,0.081081079,17.42857143,7.37704918,9.922248244,17.42857143,9,60,"[1, 2, 3, 2, 1, 2, 4, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 3, 2, 4, 4, 2, 2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 2, 2, 4, 1, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 3, 1]",,6.135135135
147,https://insights.blackcoffer.com/the-future-of-investing/,1,0,0.999999,0.032258063,23.33333333,30,21.33333333,23.33333333,21,36,"[3, 3, 1, 3, 4, 3, 1, 4, 6, 3, 1, 2, 3, 3, 4, 2, 3, 1, 2, 4, 3, 2, 3, 3, 3, 2, 3, 1, 1, 2, 3, 3, 1, 1, 1, 3]",,7.225806452
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,4,2,0.333333278,0.24999999,14.5,29.31034483,17.52413793,14.5,17,30,"[3, 4, 3, 2, 3, 2, 2, 1, 1, 3, 3, 1, 3, 5, 4, 2, 4, 2, 1, 3, 3, 1, 3, 1, 4, 2, 2, 4, 3, 3]",,8.083333333
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,2,0,0.9999995,0.068965515,23.5,38.29787234,24.71914894,23.5,18,29,"[4, 4, 3, 2, 4, 3, 3, 2, 1, 2, 3, 4, 2, 1, 4, 4, 3, 3, 3, 4, 2, 3, 4, 2, 1, 2, 2, 3, 3]",,8.379310345
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,2,2,0,0.049999999,16,16.14583333,12.85833333,16,31,107,"[2, 1, 1, 1, 2, 1, 2, 3, 3, 2, 1, 2, 2, 2, 1, 1, 2, 4, 2, 2, 5, 1, 2, 1, 2, 2, 3, 2, 2, 2, 4, 2, 4, 1, 1, 2, 2, 2, 2, 1, 3, 4, 1, 4, 1, 2, 3, 1, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 4, 1, 4, 2, 1, 3, 1, 1, 2, 2, 1, 1, 1, 4, 2, 2, 2, 4, 2, 3, 1, 2, 3, 2, 3, 2, 4, 1, 3, 2, 1, 4, 4, 1, 2, 4, 4, 2, 2, 2, 4, 4, 1, 2, 4, 3, 1, 2, 1]",,6.225
